Id,Label,timeset,frequency,type,Degree,Weighted Degree,componentnumber,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,triangles,eigencentrality
Emma Watson,Emma Watson,,17,Schauspieler,17,17,0,20,0.143202,0.157679,0.001268,0,0,0.198003
Heike Makatsch,Heike Makatsch,,17,Schauspieler,17,17,0,18,0.139605,0.151007,0.002709,0,0,0.140364
Kate Hudson,Kate Hudson,,17,Schauspieler,17,17,0,20,0.14434,0.159712,0.001706,0,0,0.179684
Val Kilmer,Val Kilmer,,16,Schauspieler,16,16,0,20,0.143971,0.159135,0.001199,0,0,0.184482
Robert Pattinson,Robert Pattinson,,16,Schauspieler,16,16,0,20,0.143522,0.158722,0.001235,0,0,0.185861
Isabelle Nanty,Isabelle Nanty,,16,Schauspieler,16,16,0,20,0.133402,0.146015,0.000728,0,0,0.160112
Carlo Verdone,Carlo Verdone,,16,Schauspieler,16,16,0,20,0.132409,0.142848,0.003014,0,0,0.106032
Elsa Zylberstein,Elsa Zylberstein,,16,Schauspieler,16,16,0,18,0.14018,0.153012,0.00184,0,0,0.144469
Kristen Wiig,Kristen Wiig,,16,Schauspieler,16,16,0,20,0.139435,0.154712,0.000966,0,0,0.180127
Tim Robbins,Tim Robbins,,16,Schauspieler,16,16,0,20,0.140549,0.155214,0.000969,0,0,0.155412
Massimo Boldi,Massimo Boldi,,16,Schauspieler,16,16,0,20,0.140012,0.151954,0.003904,0,0,0.142326
PenÃ©lope Cruz,PenÃ©lope Cruz,,16,Schauspieler,16,16,0,20,0.146631,0.16179,0.003704,0,0,0.210031
Sally Hawkins,Sally Hawkins,,16,Schauspieler,16,16,0,20,0.140237,0.155532,0.001087,0,0,0.175206
Alan Arkin,Alan Arkin,,16,Schauspieler,16,16,0,20,0.147658,0.164724,0.001896,0,0,0.235153
August Diehl,August Diehl,,16,Schauspieler,16,16,0,20,0.144489,0.157347,0.003928,0,0,0.141037
Jennifer Lawrence,Jennifer Lawrence,,16,Schauspieler,16,16,0,18,0.142997,0.157776,0.001115,0,0,0.212575
Harvey Keitel,Harvey Keitel,,16,Schauspieler,16,16,0,18,0.147669,0.162434,0.002567,0,0,0.179428
Billy Bob Thornton,Billy Bob Thornton,,16,Schauspieler,16,16,0,20,0.137952,0.152731,0.000808,0,0,0.159189
Rosamund Pike,Rosamund Pike,,16,Schauspieler,16,16,0,20,0.144681,0.159657,0.001408,0,0,0.175936
Elle Fanning,Elle Fanning,,16,Schauspieler,16,16,0,20,0.143081,0.158438,0.001457,0,0,0.18986
BÃ©rÃ©nice Bejo,BÃ©rÃ©nice Bejo,,16,Schauspieler,16,16,0,20,0.141256,0.154196,0.00215,0,0,0.133443
Valeria Golino,Valeria Golino,,16,Schauspieler,16,16,0,16,0.141902,0.153685,0.005778,0,0,0.127373
Sandrine Bonnaire,Sandrine Bonnaire,,16,Schauspieler,16,16,0,20,0.130407,0.141658,0.001283,0,0,0.114637
Virginie Efira,Virginie Efira,,16,Schauspieler,16,16,0,18,0.138744,0.151906,0.001844,0,0,0.155241
Greg Kinnear,Greg Kinnear,,16,Schauspieler,16,16,0,20,0.140621,0.155662,0.001142,0,0,0.177161
Patrick Chesnais,Patrick Chesnais,,16,Schauspieler,16,16,0,20,0.131285,0.143564,0.001295,0,0,0.136846
Glenn Close,Glenn Close,,16,Schauspieler,16,16,0,20,0.141546,0.157442,0.001001,0,0,0.183066
Kevin Costner,Kevin Costner,,16,Schauspieler,16,16,0,20,0.139689,0.153863,0.001127,0,0,0.144582
Laurence Fishburne,Laurence Fishburne,,16,Schauspieler,16,16,0,20,0.145445,0.160327,0.001469,0,0,0.208952
Dany Boon,Dany Boon,,16,Schauspieler,16,16,0,20,0.131604,0.143959,0.000782,0,0,0.162685
Chris Cooper,Chris Cooper,,16,Schauspieler,16,16,0,20,0.143594,0.158838,0.001254,0,0,0.191301
Winona Ryder,Winona Ryder,,16,Schauspieler,16,16,0,20,0.146723,0.161392,0.001452,0,0,0.17216
Kate Beckinsale,Kate Beckinsale,,16,Schauspieler,16,16,0,20,0.137098,0.152246,0.000843,0,0,0.144786
Mel Gibson,Mel Gibson,,16,Schauspieler,16,16,0,22,0.133841,0.147075,0.000762,0,0,0.106018
Sabine Timoteo,Sabine Timoteo,,16,Schauspieler,16,16,0,20,0.130027,0.140061,0.004027,0,0,0.095811
Paul Giamatti,Paul Giamatti,,16,Schauspieler,16,16,0,20,0.146117,0.160849,0.001236,0,0,0.175578
Alexandra Maria Lara,Alexandra Maria Lara,,16,Schauspieler,16,16,0,18,0.147601,0.160714,0.004516,0,0,0.181755
Diane Keaton,Diane Keaton,,16,Schauspieler,16,16,0,20,0.138897,0.153799,0.000917,0,0,0.162612
Jennifer Garner,Jennifer Garner,,15,Schauspieler,15,15,0,20,0.13841,0.152603,0.001298,0,0,0.143361
Stefano Accorsi,Stefano Accorsi,,15,Schauspieler,15,15,0,18,0.123922,0.133533,0.001938,0,0,0.091612
Bill Nighy,Bill Nighy,,15,Schauspieler,15,15,0,20,0.138218,0.152243,0.000775,0,0,0.133206
Nicolas Duvauchelle,Nicolas Duvauchelle,,15,Schauspieler,15,15,0,20,0.138068,0.15043,0.001165,0,0,0.137513
Fanny Ardant,Fanny Ardant,,15,Schauspieler,15,15,0,20,0.13955,0.1529,0.001457,0,0,0.155241
Orlando Bloom,Orlando Bloom,,15,Schauspieler,15,15,0,20,0.146776,0.161188,0.00264,0,0,0.226778
RenÃ©e Zellweger,RenÃ©e Zellweger,,15,Schauspieler,15,15,0,20,0.139975,0.155184,0.000609,0,0,0.173137
Sharon Stone,Sharon Stone,,15,Schauspieler,15,15,0,20,0.147344,0.161414,0.002226,0,0,0.147511
John Leguizamo,John Leguizamo,,15,Schauspieler,15,15,0,20,0.139318,0.153933,0.001475,0,0,0.141275
Matt Dillon,Matt Dillon,,15,Schauspieler,15,15,0,20,0.146232,0.160812,0.001876,0,0,0.165391
Matthias SchweighÃ¶fer,Matthias SchweighÃ¶fer,,15,Schauspieler,15,15,0,20,0.133238,0.143982,0.00168,0,0,0.12298
Richard Berry,Richard Berry,,15,Schauspieler,15,15,0,20,0.134222,0.147087,0.001229,0,0,0.153496
Joseph Gordon-Levitt,Joseph Gordon-Levitt,,15,Schauspieler,15,15,0,20,0.138628,0.153381,0.00126,0,0,0.151767
Jesse Eisenberg,Jesse Eisenberg,,15,Schauspieler,15,15,0,20,0.146171,0.161266,0.002056,0,0,0.200229
Jackie Chan,Jackie Chan,,15,Schauspieler,15,15,0,22,0.127711,0.139808,0.001217,0,0,0.100372
Giovanni Ribisi,Giovanni Ribisi,,15,Schauspieler,15,15,0,20,0.146779,0.162603,0.001275,0,0,0.200755
Ariane Ascaride,Ariane Ascaride,,15,Schauspieler,15,15,0,20,0.117918,0.126411,0.000717,0,0,0.122766
Gaspard Ulliel,Gaspard Ulliel,,15,Schauspieler,15,15,0,18,0.142234,0.155858,0.001686,0,0,0.166707
Viggo Mortensen,Viggo Mortensen,,15,Schauspieler,15,15,0,20,0.143879,0.158564,0.001339,0,0,0.158602
Manu Payet,Manu Payet,,15,Schauspieler,15,15,0,20,0.132192,0.144892,0.000998,0,0,0.13537
Alice Taglioni,Alice Taglioni,,15,Schauspieler,15,15,0,18,0.141264,0.155133,0.001353,0,0,0.166782
Jessica Chastain,Jessica Chastain,,15,Schauspieler,15,15,0,20,0.139941,0.15485,0.000832,0,0,0.164867
Jeff Goldblum,Jeff Goldblum,,15,Schauspieler,15,15,0,20,0.140209,0.155408,0.000839,0,0,0.158396
Jonah Hill,Jonah Hill,,15,Schauspieler,15,15,0,20,0.137035,0.151168,0.001252,0,0,0.147466
Edward Norton,Edward Norton,,15,Schauspieler,15,15,0,20,0.147109,0.163997,0.000972,0,0,0.236778
Brendan Fraser,Brendan Fraser,,15,Schauspieler,15,15,0,20,0.135647,0.148524,0.001043,0,0,0.112506
Didier Bourdon,Didier Bourdon,,15,Schauspieler,15,15,0,20,0.128754,0.14067,0.00064,0,0,0.146111
Steve Zahn,Steve Zahn,,15,Schauspieler,15,15,0,20,0.139463,0.153522,0.001434,0,0,0.142709
Russel Crowe,Russel Crowe,,15,Schauspieler,15,15,0,20,0.143246,0.158729,0.000921,0,0,0.177864
Nick Nolte,Nick Nolte,,15,Schauspieler,15,15,0,20,0.149477,0.164438,0.001951,0,0,0.178507
Gemma Arterton,Gemma Arterton,,15,Schauspieler,15,15,0,20,0.145746,0.159623,0.001722,0,0,0.142596
Alba Rohrwacher,Alba Rohrwacher,,15,Schauspieler,15,15,0,18,0.14347,0.155586,0.003679,0,0,0.121043
Paul Rudd,Paul Rudd,,15,Schauspieler,15,15,0,22,0.13424,0.147698,0.000704,0,0,0.125977
Julie Depardieu,Julie Depardieu,,15,Schauspieler,15,15,0,20,0.133773,0.146364,0.001152,0,0,0.13252
Marie Gillain,Marie Gillain,,15,Schauspieler,15,15,0,20,0.13581,0.149632,0.001255,0,0,0.152093
Sam Neill,Sam Neill,,15,Schauspieler,15,15,0,20,0.147098,0.16216,0.001362,0,0,0.157759
Ulrich Tukur,Ulrich Tukur,,15,Schauspieler,15,15,0,18,0.146314,0.158468,0.005046,0,0,0.138425
FranÃ§ois Damiens,FranÃ§ois Damiens,,15,Schauspieler,15,15,0,20,0.13512,0.147866,0.001226,0,0,0.147516
Tom Hardy,Tom Hardy,,15,Schauspieler,15,15,0,18,0.145406,0.159831,0.002108,0,0,0.179751
Gael Garcia Bernal,Gael Garcia Bernal,,15,Schauspieler,15,15,0,20,0.139376,0.151827,0.003078,0,0,0.106629
Joel Edgerton,Joel Edgerton,,14,Schauspieler,14,14,0,18,0.142922,0.157645,0.00119,0,0,0.162804
Michelle Williams,Michelle Williams,,14,Schauspieler,14,14,0,18,0.142411,0.156464,0.001355,0,0,0.127183
Laura Linney,Laura Linney,,14,Schauspieler,14,14,0,20,0.139784,0.153458,0.000733,0,0,0.132106
Eva Green,Eva Green,,14,Schauspieler,14,14,0,20,0.149657,0.164408,0.00209,0,0,0.169297
Laetitia Casta,Laetitia Casta,,14,Schauspieler,14,14,0,20,0.138896,0.151774,0.001938,0,0,0.126272
Liv Tyler,Liv Tyler,,14,Schauspieler,14,14,0,20,0.142362,0.156915,0.000683,0,0,0.147633
Liev Schreiber,Liev Schreiber,,14,Schauspieler,14,14,0,20,0.142997,0.157608,0.000989,0,0,0.139953
Melvil Poupaud,Melvil Poupaud,,14,Schauspieler,14,14,0,20,0.138258,0.150477,0.002283,0,0,0.119121
Vanessa Redgrave,Vanessa Redgrave,,14,Schauspieler,14,14,0,20,0.144855,0.159666,0.000895,0,0,0.159763
Idris Elba,Idris Elba,,14,Schauspieler,14,14,0,20,0.142855,0.157746,0.001097,0,0,0.17142
Ian McKellen,Ian McKellen,,14,Schauspieler,14,14,0,20,0.141896,0.155552,0.001276,0,0,0.147108
Gabriel Byrne,Gabriel Byrne,,14,Schauspieler,14,14,0,20,0.147298,0.161238,0.001694,0,0,0.136219
Jamie Bell,Jamie Bell,,14,Schauspieler,14,14,0,20,0.142053,0.15664,0.001438,0,0,0.149158
Jim Broadbent,Jim Broadbent,,14,Schauspieler,14,14,0,20,0.139985,0.154151,0.000963,0,0,0.148996
James Gandolfini,James Gandolfini,,14,Schauspieler,14,14,0,18,0.141763,0.156369,0.000663,0,0,0.160002
Mads Mikkelsen,Mads Mikkelsen,,14,Schauspieler,14,14,0,20,0.140223,0.153236,0.003096,0,0,0.112751
Daniel Radcliffe,Daniel Radcliffe,,14,Schauspieler,14,14,0,20,0.134977,0.14797,0.000758,0,0,0.138436
Milla Jovovich,Milla Jovovich,,14,Schauspieler,14,14,0,20,0.139347,0.152331,0.001455,0,0,0.116924
Patrick Timsit,Patrick Timsit,,14,Schauspieler,14,14,0,20,0.13202,0.143587,0.001036,0,0,0.114789
Carmen Maura,Carmen Maura,,14,Schauspieler,14,14,0,20,0.135233,0.147123,0.002609,0,0,0.10603
Simon Abkarian,Simon Abkarian,,14,Schauspieler,14,14,0,20,0.133149,0.145182,0.001377,0,0,0.120942
Sylvester Stallone,Sylvester Stallone,,14,Schauspieler,14,14,0,20,0.137813,0.150637,0.001298,0,0,0.119023
Dakota Fanning,Dakota Fanning,,14,Schauspieler,14,14,0,20,0.140347,0.155349,0.000868,0,0,0.157336
Tom Wilkinson,Tom Wilkinson,,14,Schauspieler,14,14,0,20,0.143522,0.159308,0.000732,0,0,0.196785
Yolande Moreau,Yolande Moreau,,14,Schauspieler,14,14,0,18,0.138631,0.151277,0.001158,0,0,0.147587
Marie-JosÃ©e Croze,Marie-JosÃ©e Croze,,14,Schauspieler,14,14,0,20,0.137295,0.149278,0.000913,0,0,0.118364
Michelle Rodriguez,Michelle Rodriguez,,14,Schauspieler,14,14,0,20,0.143677,0.158088,0.001451,0,0,0.170851
Ray Liotta,Ray Liotta,,14,Schauspieler,14,14,0,20,0.141654,0.156309,0.001068,0,0,0.152241
CÃ©cile de France,CÃ©cile de France,,14,Schauspieler,14,14,0,20,0.138797,0.151705,0.001194,0,0,0.146734
MichÃ¨le Laroque,MichÃ¨le Laroque,,14,Schauspieler,14,14,0,20,0.133963,0.145469,0.000899,0,0,0.130233
Rooney Mara,Rooney Mara,,14,Schauspieler,14,14,0,20,0.144457,0.1594,0.001386,0,0,0.191202
Paul Walker,Paul Walker,,14,Schauspieler,14,14,0,22,0.130782,0.142329,0.000816,0,0,0.101784
Elodie Bouchez,Elodie Bouchez,,14,Schauspieler,14,14,0,20,0.136013,0.147819,0.001255,0,0,0.108755
Timothy Spall,Timothy Spall,,14,Schauspieler,14,14,0,20,0.142045,0.155082,0.001571,0,0,0.135333
Christina Ricci,Christina Ricci,,14,Schauspieler,14,14,0,20,0.13912,0.15314,0.000877,0,0,0.130781
Bernard Campan,Bernard Campan,,14,Schauspieler,14,14,0,20,0.134237,0.145607,0.000826,0,0,0.135117
Catherine Zeta-Jones,Catherine Zeta-Jones,,14,Schauspieler,14,14,0,20,0.141923,0.156945,0.000733,0,0,0.167024
Forest Whitaker,Forest Whitaker,,14,Schauspieler,14,14,0,20,0.143156,0.157813,0.000875,0,0,0.155017
Louis Garrel,Louis Garrel,,14,Schauspieler,14,14,0,20,0.141276,0.15411,0.001568,0,0,0.147102
Oscar Isaac,Oscar Isaac,,14,Schauspieler,14,14,0,20,0.145992,0.161299,0.001444,0,0,0.191405
Pascal ElbÃ©,Pascal ElbÃ©,,14,Schauspieler,14,14,0,20,0.134645,0.148021,0.00108,0,0,0.152076
JÃ©rÃ©mie Renier,JÃ©rÃ©mie Renier,,13,Schauspieler,13,13,0,20,0.132997,0.144443,0.00077,0,0,0.111582
Simon Pegg,Simon Pegg,,13,Schauspieler,13,13,0,22,0.135686,0.149688,0.000446,0,0,0.126602
Dustin Hoffman,Dustin Hoffman,,13,Schauspieler,13,13,0,20,0.140962,0.155483,0.000599,0,0,0.153984
Ulrich Noethen,Ulrich Noethen,,13,Schauspieler,13,13,0,20,0.134189,0.144597,0.001414,0,0,0.097006
Eric Elmosnino,Eric Elmosnino,,13,Schauspieler,13,13,0,20,0.135851,0.148326,0.000715,0,0,0.123723
Adam Driver,Adam Driver,,13,Schauspieler,13,13,0,20,0.142938,0.157473,0.002208,0,0,0.154481
Christian De Sica,Christian De Sica,,13,Schauspieler,13,13,0,20,0.115056,0.122571,0.001376,0,0,0.082407
Chiara Mastroianni,Chiara Mastroianni,,13,Schauspieler,13,13,0,20,0.132483,0.143596,0.000968,0,0,0.114947
Bouli Lanners,Bouli Lanners,,13,Schauspieler,13,13,0,18,0.135474,0.147257,0.001065,0,0,0.105668
MÃ©lanie Thierry,MÃ©lanie Thierry,,13,Schauspieler,13,13,0,20,0.146376,0.160357,0.001863,0,0,0.138033
Hilary Swank,Hilary Swank,,13,Schauspieler,13,13,0,18,0.138828,0.153007,0.000748,0,0,0.130805
Kevin Bacon,Kevin Bacon,,13,Schauspieler,13,13,0,20,0.139271,0.153373,0.000698,0,0,0.12524
Ben Foster,Ben Foster,,13,Schauspieler,13,13,0,20,0.143106,0.15766,0.001546,0,0,0.140558
Robert Redford,Robert Redford,,13,Schauspieler,13,13,0,20,0.140888,0.155844,0.000631,0,0,0.144356
Gilbert Melki,Gilbert Melki,,13,Schauspieler,13,13,0,20,0.137086,0.149263,0.000977,0,0,0.129816
Rebel Wilson,Rebel Wilson,,13,Schauspieler,13,13,0,20,0.137674,0.152398,0.000921,0,0,0.145941
Michael Keaton,Michael Keaton,,13,Schauspieler,13,13,0,20,0.138412,0.152855,0.001202,0,0,0.134234
Milan Peschel,Milan Peschel,,13,Schauspieler,13,13,0,18,0.127549,0.13667,0.002279,0,0,0.098863
Kevin James,Kevin James,,13,Schauspieler,13,13,0,20,0.131198,0.143273,0.00059,0,0,0.112509
Mia Wasikowska,Mia Wasikowska,,13,Schauspieler,13,13,0,20,0.138749,0.153725,0.00064,0,0,0.167361
Pierre Richard,Pierre Richard,,13,Schauspieler,13,13,0,20,0.130702,0.142569,0.001591,0,0,0.10279
Will Ferrell,Will Ferrell,,13,Schauspieler,13,13,0,20,0.134719,0.147959,0.001005,0,0,0.111744
Gene Hackman,Gene Hackman,,13,Schauspieler,13,13,0,20,0.140106,0.153788,0.000982,0,0,0.123279
Zac Efron,Zac Efron,,13,Schauspieler,13,13,0,20,0.13481,0.149532,0.000696,0,0,0.137726
Elijah Wood,Elijah Wood,,13,Schauspieler,13,13,0,20,0.14004,0.15395,0.001045,0,0,0.134848
Chris Hemsworth,Chris Hemsworth,,13,Schauspieler,13,13,0,20,0.143516,0.157641,0.000966,0,0,0.178463
Sean Bean,Sean Bean,,13,Schauspieler,13,13,0,20,0.142055,0.155472,0.000964,0,0,0.118988
Bruno Todeschini,Bruno Todeschini,,13,Schauspieler,13,13,0,20,0.129702,0.140558,0.00206,0,0,0.08463
Franka Potente,Franka Potente,,13,Schauspieler,13,13,0,20,0.145344,0.158291,0.006136,0,0,0.131766
Jean-Pierre Bacri,Jean-Pierre Bacri,,13,Schauspieler,13,13,0,18,0.13241,0.144557,0.000807,0,0,0.115851
MÃ©lanie Laurent,MÃ©lanie Laurent,,13,Schauspieler,13,13,0,20,0.14209,0.155967,0.001772,0,0,0.122803
Tahar Rahim,Tahar Rahim,,13,Schauspieler,13,13,0,20,0.143533,0.156291,0.001907,0,0,0.108419
Michael Pena,Michael Pena,,13,Schauspieler,13,13,0,20,0.13879,0.153822,0.000623,0,0,0.142445
Julie Gayet,Julie Gayet,,13,Schauspieler,13,13,0,20,0.127564,0.138527,0.000609,0,0,0.093473
Asia Argento,Asia Argento,,13,Schauspieler,13,13,0,20,0.135927,0.147265,0.001928,0,0,0.079644
Paparazzi,Paparazzi,,13,Titel,13,13,0,21,0.139371,0.150702,0.002064,0,0,0.109799
Kristen Bell,Kristen Bell,,13,Schauspieler,13,13,0,20,0.133479,0.147451,0.000733,0,0,0.118165
Jeremy Renner,Jeremy Renner,,13,Schauspieler,13,13,0,20,0.143936,0.158578,0.000797,0,0,0.161503
Andy Garcia,Andy Garcia,,13,Schauspieler,13,13,0,20,0.141774,0.156887,0.00072,0,0,0.159531
Akshay Kumar,Akshay Kumar,,13,Schauspieler,13,13,0,20,0.127471,0.137979,0.008168,0,0,0.075615
Georg Friedrich,Georg Friedrich,,13,Schauspieler,13,13,0,18,0.125263,0.133903,0.002165,0,0,0.075791
Arnold Schwarzenegger,Arnold Schwarzenegger,,13,Schauspieler,13,13,0,20,0.133125,0.145442,0.001318,0,0,0.091663
Ricardo Darin,Ricardo Darin,,13,Schauspieler,13,13,0,22,0.119081,0.127162,0.004721,0,0,0.058801
Leslie Mann,Leslie Mann,,13,Schauspieler,13,13,0,20,0.136568,0.151348,0.000683,0,0,0.133076
Vanessa Paradis,Vanessa Paradis,,13,Schauspieler,13,13,0,20,0.139137,0.150982,0.0013,0,0,0.09538
Niels Arestrup,Niels Arestrup,,13,Schauspieler,13,13,0,20,0.143173,0.156343,0.001862,0,0,0.117662
Julia Stiles,Julia Stiles,,13,Schauspieler,13,13,0,20,0.146984,0.160451,0.002535,0,0,0.14265
Maria Bello,Maria Bello,,13,Schauspieler,13,13,0,22,0.139722,0.154788,0.001068,0,0,0.136948
Patrick Stewart,Patrick Stewart,,13,Schauspieler,13,13,0,22,0.133648,0.146852,0.001296,0,0,0.11696
Alfred Molina,Alfred Molina,,13,Schauspieler,13,13,0,20,0.147868,0.162557,0.001271,0,0,0.15233
Laurent Lafitte,Laurent Lafitte,,13,Schauspieler,13,13,0,20,0.136769,0.149642,0.00094,0,0,0.133877
Steve Martin,Steve Martin,,13,Schauspieler,13,13,0,20,0.13806,0.151994,0.001113,0,0,0.121253
Eric Judor,Eric Judor,,13,Schauspieler,13,13,0,20,0.134109,0.144557,0.001318,0,0,0.105091
Sami Bouajila,Sami Bouajila,,13,Schauspieler,13,13,0,20,0.133486,0.14564,0.000986,0,0,0.115565
Carole Bouquet,Carole Bouquet,,13,Schauspieler,13,13,0,20,0.135323,0.147926,0.000555,0,0,0.156799
John Hurt,John Hurt,,12,Schauspieler,12,12,0,20,0.140019,0.153906,0.001344,0,0,0.131874
Aure Atika,Aure Atika,,12,Schauspieler,12,12,0,20,0.133286,0.145066,0.000707,0,0,0.095488
Noomi Rapace,Noomi Rapace,,12,Schauspieler,12,12,0,18,0.144258,0.158092,0.00264,0,0,0.137823
Insidious: The Last Key,Insidious: The Last Key,,12,Titel,12,12,0,23,0.114708,0.123147,0.000642,0,0,0.042781
Heiner Lauterbach,Heiner Lauterbach,,12,Schauspieler,12,12,0,18,0.13016,0.139593,0.001528,0,0,0.087712
Adrien Brody,Adrien Brody,,12,Schauspieler,12,12,0,20,0.138081,0.151635,0.000853,0,0,0.110461
AgnÃ¨s Jaoui,AgnÃ¨s Jaoui,,12,Schauspieler,12,12,0,20,0.128225,0.139417,0.000621,0,0,0.096007
Joan Allen,Joan Allen,,12,Schauspieler,12,12,0,20,0.145296,0.158825,0.001768,0,0,0.126942
Pascale Arbillot,Pascale Arbillot,,12,Schauspieler,12,12,0,20,0.131995,0.143691,0.000642,0,0,0.092429
Wendy 2 - Freundschaft FÃ¼r Immer,Wendy 2 - Freundschaft FÃ¼r Immer,,12,Titel,12,12,0,19,0.114176,0.120722,0.000456,0,0,0.048471
Sara Forestier,Sara Forestier,,12,Schauspieler,12,12,0,20,0.138969,0.151537,0.001795,0,0,0.110115
Emily Mortimer,Emily Mortimer,,12,Schauspieler,12,12,0,20,0.146135,0.160071,0.001458,0,0,0.136034
Marina FoÃ¯s,Marina FoÃ¯s,,12,Schauspieler,12,12,0,20,0.130797,0.142579,0.000708,0,0,0.108936
GÃ©rard Darmon,GÃ©rard Darmon,,12,Schauspieler,12,12,0,20,0.132556,0.144495,0.000608,0,0,0.112072
Gad Elmaleh,Gad Elmaleh,,12,Schauspieler,12,12,0,20,0.142951,0.156427,0.001597,0,0,0.142634
Rene Russo,Rene Russo,,12,Schauspieler,12,12,0,20,0.133233,0.146905,0.000405,0,0,0.10951
Eddie Marsan,Eddie Marsan,,12,Schauspieler,12,12,0,22,0.14245,0.156884,0.001266,0,0,0.133063
Melissa McCarthy,Melissa McCarthy,,12,Schauspieler,12,12,0,20,0.136721,0.15126,0.000817,0,0,0.11613
Luke Wilson,Luke Wilson,,12,Schauspieler,12,12,0,20,0.134186,0.148375,0.000629,0,0,0.114478
Mark Strong,Mark Strong,,12,Schauspieler,12,12,0,20,0.139407,0.154296,0.000559,0,0,0.166005
Gilles Tschudi,Gilles Tschudi,,12,Schauspieler,12,12,0,22,0.123151,0.131423,0.002868,0,0,0.062663
Champions,Champions,,12,Titel,12,12,0,21,0.102972,0.108809,0.000687,0,0,0.044718
Patrick Bruel,Patrick Bruel,,12,Schauspieler,12,12,0,20,0.13735,0.149477,0.000891,0,0,0.109906
Vera Farmiga,Vera Farmiga,,12,Schauspieler,12,12,0,20,0.138001,0.152,0.000546,0,0,0.126763
Kenneth Branagh,Kenneth Branagh,,12,Schauspieler,12,12,0,20,0.145105,0.160004,0.001223,0,0,0.138689
Halloween,Halloween,,12,Titel,12,12,0,19,0.133864,0.145066,0.00122,0,0,0.077573
Jessica Schwarz,Jessica Schwarz,,12,Schauspieler,12,12,0,20,0.125973,0.135109,0.000811,0,0,0.082443
Samuel Le Bihan,Samuel Le Bihan,,12,Schauspieler,12,12,0,20,0.133903,0.145799,0.001048,0,0,0.09687
LÃ©a Seydoux,LÃ©a Seydoux,,12,Schauspieler,12,12,0,18,0.148567,0.162519,0.002415,0,0,0.150246
Jeff Daniels,Jeff Daniels,,12,Schauspieler,12,12,0,20,0.13379,0.146643,0.000579,0,0,0.090632
Emmanuelle BÃ©art,Emmanuelle BÃ©art,,12,Schauspieler,12,12,0,20,0.13332,0.145013,0.000891,0,0,0.113881
Jessica Alba,Jessica Alba,,12,Schauspieler,12,12,0,20,0.140098,0.154217,0.000843,0,0,0.136934
Don Cheadle,Don Cheadle,,12,Schauspieler,12,12,0,20,0.142819,0.157554,0.000589,0,0,0.139657
Tobey Maguire,Tobey Maguire,,12,Schauspieler,12,12,0,20,0.144017,0.158175,0.001186,0,0,0.132093
Mathieu Kassovitz,Mathieu Kassovitz,,12,Schauspieler,12,12,0,20,0.142506,0.154808,0.00157,0,0,0.099046
Anna Kendrick,Anna Kendrick,,12,Schauspieler,12,12,0,20,0.137449,0.152307,0.000596,0,0,0.13556
Peter Sarsgaard,Peter Sarsgaard,,12,Schauspieler,12,12,0,20,0.139334,0.153243,0.000757,0,0,0.117389
FranÃ§ois-Xavier Demaison,FranÃ§ois-Xavier Demaison,,12,Schauspieler,12,12,0,20,0.13055,0.141962,0.000753,0,0,0.10356
Saoirse Ronan,Saoirse Ronan,,12,Schauspieler,12,12,0,20,0.142912,0.157387,0.001102,0,0,0.145387
Danny Glover,Danny Glover,,12,Schauspieler,12,12,0,22,0.133734,0.147488,0.000977,0,0,0.108718
Matthew Broderick,Matthew Broderick,,12,Schauspieler,12,12,0,20,0.140408,0.154267,0.000838,0,0,0.118684
Queen Latifah,Queen Latifah,,12,Schauspieler,12,12,0,22,0.138314,0.151737,0.00129,0,0,0.095301
Woody Allen,Woody Allen,,12,Schauspieler,12,12,0,20,0.139047,0.152042,0.00097,0,0,0.098008
Jet Li,Jet Li,,12,Schauspieler,12,12,0,22,0.131499,0.143992,0.001547,0,0,0.097503
Hannah Herzsprung,Hannah Herzsprung,,12,Schauspieler,12,12,0,20,0.130635,0.140369,0.001021,0,0,0.080863
Vincent D'Onofrio,Vincent D'Onofrio,,12,Schauspieler,12,12,0,22,0.138036,0.152444,0.000858,0,0,0.129596
Patricia Clarkson,Patricia Clarkson,,12,Schauspieler,12,12,0,20,0.141856,0.154291,0.00101,0,0,0.110713
Fabrizio Bentivoglio,Fabrizio Bentivoglio,,12,Schauspieler,12,12,0,18,0.136918,0.147488,0.00247,0,0,0.087701
Ving Rhames,Ving Rhames,,12,Schauspieler,12,12,0,20,0.137078,0.151025,0.000566,0,0,0.126398
Eva Mendes,Eva Mendes,,12,Schauspieler,12,12,0,20,0.144592,0.158885,0.000997,0,0,0.144138
Jean-Luc Bideau,Jean-Luc Bideau,,12,Schauspieler,12,12,0,20,0.134419,0.144656,0.00185,0,0,0.077508
Hiam Abbass,Hiam Abbass,,12,Schauspieler,12,12,0,20,0.125573,0.134944,0.001852,0,0,0.058415
Eric Caravaca,Eric Caravaca,,12,Schauspieler,12,12,0,20,0.13489,0.14645,0.00089,0,0,0.104064
Chris Pine,Chris Pine,,12,Schauspieler,12,12,0,20,0.139778,0.153203,0.000906,0,0,0.120203
Tim Allen,Tim Allen,,12,Schauspieler,12,12,0,22,0.130452,0.142479,0.000715,0,0,0.075204
